ID,Name,City,State,Rating (YP),Count (YP),Rating (TA),Count (TA),Amenity_Family,Amenity_Alcohol,Amenity_Outdoor,Amenity_Wifi,Amenity_Group,Amenity_Reservation,Amenity_Wheelchair,Years,Address,Website
541117787,The Mixx Bar &Grill,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,700 9th St N,http://themixx.business.site
531289493,Four Seasons Bar & Grill,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,719 Graymont Ave N,N/A
505249749,Pfi UAB Inc,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1928 11th Ave S,N/A
560411421,Formaggio's Italian Bistro,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1713 10th Ave S,N/A
543717839,Freddy's,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2251 Highland Ave S,https://www.freddyswinebar.com
492831656,Excelsior Corp,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2011 11th Ave S,http://highlandsbarandgrill.com
551747685,Little India,Birmingham,AL,N/A,N/A,5.0,1,NO,NO,NO,NO,NO,NO,NO,N/A,2236 Highland Ave S,N/A
556049298,Carter's Seafood,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,512 Reverend Abraham Woods Jr Blvd,N/A
451277563,The Sipsey Tavern,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1926 12th Ave S,N/A
17136105,Kingsridge On Highland,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,19,2625 Highland Ave S,N/A
545672263,Cantina on Whee ls,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,4120 2nd Ave S,http://cantinaonwheels.com
478388285,Becky's Deli,Birmingham,AL,N/A,N/A,5.0,1,NO,NO,NO,NO,NO,NO,NO,N/A,4101 3rd Ave S,N/A
535639982,The Pink House,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,811 39th St N,N/A
564566682,Iron City Nutrition,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,4120 3rd Ave S,N/A
561585666,Ampersandwich,Birmingham,AL,N/A,N/A,5.0,1,NO,NO,NO,NO,NO,NO,NO,N/A,4124 3rd Ave S,https://eatampersandwich.com
541797692,The Rougaroux,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,817 39th St S,https://www.rougarouxbhm.com/location-hours
548398494,The Thirsty Donkey,Birmingham,AL,N/A,N/A,4.0,6,NO,NO,NO,NO,NO,NO,NO,N/A,4100 4th Ave S,N/A
564577584,Bar Spring Street Grill,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,4100 4th Ave S,N/A
573102747,The Goose,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,4100 4th Ave S,https://goosebhm.com
530444113,Hot Diggity Dogs,Birmingham,AL,N/A,N/A,N/A,N/A,NO,YES,NO,NO,NO,NO,NO,N/A,430 41st Street South Suite B,N/A
12515773,Zane's,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,825 39th St S,N/A
552714768,General,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,3813 Clairmont Ave S,https://generalbham.squarespace.com
572005850,Juniper,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,3811 Clairmont Ave S,https://www.juniperbham.com
549244508,Near to Me CBD,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2009 15th Ave S,https://www.neartomedispensary.com
544582347,Whistling Table,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,3916 Clairmont Ave S,N/A
2806291,Sams Cafe,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1431 Finley Ave N,N/A
459714477,Green Acres Cafe South,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,28,4350 3rd Ct S,N/A
13054066,The Seafood Shack,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,30,1928 Vanderbilt Rd,http://seafoodshack.amlnk.com
561348683,Treated By Tia,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2900 27th St N,https://treated-by-tia.business.site
530157554,Original Green Acres Cafe,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,78,2724 29th Ave N,N/A
495850817,Avenue Bar & Grill,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2905 27th St N,N/A
493636623,Prime Inc,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2300 Woodcrest Pl,http://ruthschris.net
491783003,Buffalo Inn Express,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,67 6th Ave S,N/A
544210472,Southern Diner,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,67 6th Ave S,N/A
549462870,Niki's Restaura Nt,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,233 Finley Ave W,N/A
550771997,Supreme Eats,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,432 8th Ave W,N/A
478348878,S & M Holdings,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,3900 Montclair Rd Ste 310,N/A
520806219,Taqueria La Herradura,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,348 Finley Ave W,N/A
567681881,Bar 51,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1 Robert S Smith Dr,http://www.theclubinc.org
530727407,Dineequity Inc,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,4905 Powell Ave S,http://dineequity.com
553241743,Legion Field GR Ill,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,541 Graymont Ave W,N/A
456401573,Kingdom Grill,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,15,516 Tuscaloosa Ave SW,N/A
452319706,Wings and Waffles III,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,14,1137 Arkadelphia Rd,N/A
548752406,Zanzibar International Bar,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2024 Green Springs Hwy S,N/A
532802720,Crape Myrtle's Cafe,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2721 18th St S,N/A
510270780,Bab Jip,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,5017 Richard Arrington Jr Blvd N,N/A
16480754,Markle Limited,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2811 Crescent Ave,N/A
550163601,Caveat,Birmingham,AL,N/A,N/A,5.0,3,NO,NO,NO,NO,NO,NO,NO,N/A,2832 Linden Ave,https://caveatcoffee.com
574752020,Hunt Brothers Pizza,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,800 3rd Ave W,https://www.huntbrotherspizza.com
10255894,Chop Shop,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,19,2120 Green Springs Hwy S,N/A
492120915,Mamma Ilardo's Express Pizza,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,701 Princeton Ave SW,N/A
2398420,Golden Gate Chinese Restaurant,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1001 Bankhead Hwy W,N/A
497689886,Sharks Fish & Chicken,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,812 3rd Ave W,http://sharksfishchicken.net
552442677,Grill,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,810 3rd Ave W,https://highlandsbarandgrill.com
483264023,Duponts Public House,Birmingham,AL,N/A,N/A,N/A,N/A,NO,YES,NO,NO,NO,YES,YES,N/A,1830 29th Ave S,http://www.birminghammenus.com/cafedupont
561661284,Meals By Misty,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2900 Crescent Ave,https://www.mealsbymisty.com/about
450846123,It's Just Lunch,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1 Independence Plz,N/A
509721747,Wall Street Deli,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1 Independence Plz,N/A
525885361,Pinches Tacos,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,350 Hallman Hl E,N/A
547974477,Tortas Locas,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,44 Green Springs Ave S,N/A
539112735,Redsea,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,22 Green Springs Ave S,N/A
12941736,Green Acres Tarrant,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,19,3931 Vanderbilt Rd,N/A
519425702,Wings Express,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,14 Green Springs Ave S,http://www.wingoutsouth.com
569900877,Zoco,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2415 Montevallo Rd,N/A
562106076,Fever's Grill & Juice Bar,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1001 3rd Ave W,https://feversplantbased.com/products/business-and-brunch
523409146,Dino's Hot Dogs and Hamburgers,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,48,5422 1st Ave N,N/A
542388407,Hero Doughnuts,Birmingham,AL,N/A,N/A,4.5,24,NO,NO,NO,NO,NO,NO,NO,7,3027 Central Ave,http://www.herodoughnuts.com
562680510,KJs wings and BBQ,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1159 Bankhead Hwy W,N/A
525299436,Woodlawn Cycle Cafe,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,5530 1st Ave S,N/A
460634109,Cool Beans Coffee House of Edgewood,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,21,1014 Oxmoor Rd,N/A
482349911,Peet's Coffee & Tea,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,3141 Overton Dr # 1085,http://www.peets.com
537352799,Three 15,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,8,1017 Oxmoor Rd,N/A
553239715,Lomb Ave Sports Grill,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1116 Lomb Ave SW,N/A
473965199,Icc,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,900 Montclair Rd,https://www.iccsafe.org/about/contact-icc
547048143,Southern Wings Twelve,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1416 4th Ave W,N/A
480634776,Southern Style Cafe,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,400 Pinson Valley Pkwy,N/A
564732576,On Tap Sports Cafe,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1200 Main St,https://www.ontapsportscafe.com/locations
544138610,M and H Discount Food,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,508 Jefferson Blvd,N/A
562118703,Tasty Wings,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,873 Dennison Ave SW,N/A
481410841,Sneaky Pete's Hot Dogs,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,#70 Greensprings Highway,http://www.sneakypeteshotdogs.com
521144899,Tacos Y Mariscos Colima,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,102 Green Springs Hwy,N/A
545839484,La Tia Piasa,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,406 W Valley Ave,N/A
575402689,Homewood Chicken,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,341 Palisades Blvd,N/A
12699464,Dish'N It Out,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,19,1111 Dunston Ave,http://www.dishnitout.com
462584458,Open Door Cafe,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1115 Dunston Ave,N/A
539905027,Mpower,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1117 Dunston Ave,N/A
549562582,Cajun Bistro,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1515 Pearson Ave SW,N/A
483854658,Peet's Coffee & Tea,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,531 Brookwood Vlg,http://www.peets.com
557623958,Urbano Taco-Bar,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,6400 1st Ave N,N/A
467196565,Bellissimo,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,13,738 Brookwood Vlg,N/A
525950647,Paletas Lichita,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,277 W Valley Ave,N/A
482369945,Peet's Coffee & Tea,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,411 Green Springs Hwy,http://www.peets.com
537288550,Wings Plus,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,76,437 Green Springs Hwy,http://wingsplus3.com
560052420,Qdoba Mexican Grill,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,437 Green Springs Hwy Ste 141,N/A
455492034,Mediterranean Foods,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,26,430 Green Springs Hwy,https://www.facebook.com/pages/mediterranean-foods/140309669339011
537291600,Stir Crazy,Birmingham,AL,N/A,N/A,N/A,N/A,NO,YES,NO,NO,YES,NO,NO,20,430 Green Springs Hwy,http://www.stircrazy.com
542092798,Pai Pei 101,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,471 Green Springs Hwy,N/A
537203850,The Purple Onion Deli & Grill,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,479 Green Springs Hwy,https://the-purple-onion-deli-grill.business.site
467873222,O'Henry's Coffees,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,YES,YES,NO,NO,NO,N/A,800 Lakeshore Dr,http://ohenryscoffees.com
560132626,The Taste of Thailand,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,821 Lakeshore Dr,N/A
544277714,Red Mountain Crawfish,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,195 Vulcan Rd,https://www.facebook.com/redmountaincrawfish
533035957,The Local,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,5900 Messer Airport Hwy,http://hmshost.com
546235559,Charley's Philly Steaks,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,5900 Messer Airport Hwy Ste 44,N/A
570390053,Crab Barrack's,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2451 Crossplex Blvd,N/A
532055217,State Fair Coney Island 1,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,6630 1st Ave N,N/A
9491878,Su's Brunch,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,YES,YES,YES,NO,NO,17,2 Metroplex Dr,N/A
575098482,Jones N Catering Company,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2512 Warrior Rd,N/A
520856520,Los Dos Hermanos Taco Truck,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,YES,N/A,215 W Valley Ave,N/A
551113931,Express China,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,808 Green Springs Hwy,N/A
562675883,Mr Chen Homewood,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,808 Green Springs Hwy,N/A
495721780,Sneaky Pete's Hot Dogs,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1801 Princeton Ct SW,http://www.sneakypeteshotdogs.com
543372753,Tortugas Pizza,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1304 2nd St,N/A
1306599,Wingout Express,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1806 Avenue V,http://www.wingoutwest.com
546596333,Cool Refreshmen Ts & Snack,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2709 Avenue W,N/A
520859609,Oak & Raleigh,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,705 Oak Grove Rd,N/A
538669171,Al's Deli & Grill,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,YES,NO,NO,NO,YES,25,1629 Avenue S,http://www.alsdeliandgrill.com
538664116,Purple Onion Deli & Grill,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,YES,NO,NO,NO,YES,30,1717 Avenue S,N/A
550246605,Deli Thomas,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,738 Carline Ave,N/A
556052614,J' ti`'z Smoothie-N-Coffee Bar,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1521 Pinson Valley Pkwy,N/A
556641858,Daylight Donuts,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1521 Pinson Valley Pkwy,http://www.daylightdonuts.com
472256802,Georgia Road Market,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,7559 Georgia Rd,N/A
451119518,Najis Restaurant Inc,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,130 W Valley Ave,http://www.pita.net
562396668,J Wings,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2451 Crossplex Blvd,N/A
546328834,Ash Restaurant,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,209 Kent Dr,N/A
473115968,Greenacres Cafe Ensley,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,913 20th St SW,N/A
535640016,Char-House Foods,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,76,2520 Avenue S,http://www.charhousefoods.com
503776722,Tropical Grill,Birmingham,AL,N/A,N/A,4.0,1,NO,NO,NO,NO,NO,NO,NO,N/A,2149 Bessemer Rd,http://tropicalcafebham.wixsite.com/tropical-grill
536623808,Lenny's Lounge,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1738 18th Street Ensley,N/A
536623856,Chan's Chow Hall,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1738 18th Street Ensley,N/A
503096775,East 59,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,YES,YES,NO,NO,YES,11,7619 1st Ave N,http://www.east59.net
541001309,Meals to Go,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1738 30th Street Ensley,N/A
456055384,Genji Sushi Express,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,23,3100 Cahaba Village Pl Whole Foods Market,http://genjiweb.com
21576001,Best Wings and Deli,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1844 Bessemer Rd,N/A
534814051,Waffle House,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,YES,NO,NO,16,1034 20th Street Ensley,http://www.wafflehouse.com
534964108,New China Town,Birmingham,AL,N/A,N/A,N/A,N/A,NO,YES,NO,NO,NO,NO,YES,55,1020 20th Street Ensley,http://www.newchinatown-al.com
550425486,Bay Leaf Southside,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1024 20th Street Ensley,N/A
564562867,Bunny's Garlic Crabs,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1608 30th Street Ensley,N/A
537196163,T- Bones,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1017 20th Street Ensley,N/A
534964090,Makarios Kabobs Grill,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,YES,NO,YES,NO,YES,16,940 20th Street Ensley,http://www.makarioskabob.com
473608936,Green Acres Cafe,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,913 20th Street Ensley,N/A
486019708,R And L Foods,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,213 State Farm Pkwy,N/A
456059282,Ricky D's Family Grill,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,504 17th Street Ensley,N/A
2195944,Wild Rock Grill,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,19,230 State Farm Pkwy,N/A
507866180,La Catrina,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,230 State Farm Pkwy,N/A
537456201,Nelson Brother's Cafe,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,314 17th Street Ensley,N/A
557632070,Crown Kitchen and Catering,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2017 Avenue F,N/A
537449181,Los Juanes Mexican Restaruant,Birmingham,AL,N/A,N/A,N/A,N/A,NO,YES,NO,NO,NO,YES,YES,17,401 19th Street Ensley,https://m.facebook.com/pages/Los-Juanes-Mexican-Restaurant/120552707960954
454104669,Eacm,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,8002 2nd Ave S,N/A
547995368,PrimeSource,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,124 Citation Ct,N/A
481113282,Trattoria Centrale,Birmingham,AL,N/A,N/A,N/A,N/A,NO,YES,YES,NO,NO,NO,YES,N/A,207 20th Street Ensley,http://www.trattoriacentrale.com
556051894,Hootie's Burger Bar,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1278 Oak Grove Rd,N/A
557634532,Hootie's Bait and Tackle,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1278 Oak Grove Rd,N/A
564564313,Hootie's Chicken Tenders,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1278 Oak Grove Rd,N/A
564559581,Felima's Kitchen,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,2622 Avenue F,N/A
543882727,The Refinery,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,728 29th Street Ensley,N/A
552659269,Sarris,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,600 31st Street Ensley,N/A
533419485,Los Rancheros,Birmingham,AL,N/A,N/A,4.5,5,NO,NO,NO,NO,NO,NO,NO,N/A,1420 Forestdale Blvd,https://www.facebook.com/los.rancheros.bham
533402885,Fourteen,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,4500 Overton Rd,https://fourteenfoods.net
7114252,Bravo Food Service,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1421 Forestdale Blvd Ste 1421,http://littlecaesars.com
520607741,Asian Express,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,3501 Avenue F,N/A
7163393,Wingo's,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,3420 Avenue E,N/A
533437435,Asian Express,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,3501 Avenue E,N/A
504952702,Primeaux Cheese & Vino,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,300 Summit Pl,N/A
524883920,Blackmons Cafe,Birmingham,AL,N/A,N/A,5.0,1,NO,NO,NO,NO,NO,NO,NO,N/A,5620 Avenue J,https://www.facebook.com/Blackmons01
508982083,Daylight Donuts,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,9,1544 Forestdale Blvd,http://www.daylightdonuts.com
512679020,Hunt Brothers Pizza,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,3197 Highway 280 E,http://www.gunteroil.com
512315604,Eagle Wings,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,9,1624 Forestdale Plz,N/A
539062741,Tienda Mexicana Teresita,Birmingham,AL,N/A,N/A,N/A,N/A,NO,NO,NO,NO,NO,NO,NO,N/A,1630 Forestdale Plz,N/A
